       nkeys     capacity     nbuckets      vacancy   rndvacancy       regret    rndregret        putns        getns       missns        delns
       27852        27852        32768        0.434        0.427        0.408        0.425       29.142       15.809       19.949       21.538
       27853        41778        65536        0.704        0.654        0.357        0.212       37.851       15.210       14.223       21.187
       41778        41778        65536        0.559        0.529        0.366        0.319       29.242       15.461       17.968       21.874
       41779        55705        65536        0.559        0.529        0.365        0.319       35.173       16.590       17.867       21.679
       55705        55705        65536        0.422        0.427        0.386        0.425       29.685       17.090       20.145       22.393
       55706        83557       131072        0.707        0.654        0.368        0.212       38.763       15.872       14.030       22.549
       83557        83557       131072        0.561        0.529        0.372        0.319       30.113       18.182       18.218       24.445
       83558       111411       131072        0.561        0.529        0.372        0.319       36.443       18.328       18.396       24.164
      111411       111411       131072        0.419        0.427        0.380        0.425       30.329       21.699       22.062       25.974
      111412       167116       262144        0.708        0.654        0.374        0.212       39.622       20.457       14.908       25.830
      167116       167116       262144        0.580        0.529        0.429        0.319       30.732       23.824       21.155       28.650
      167117       222822       262144        0.580        0.529        0.431        0.319       37.537       24.185       22.247       28.840
      222822       222822       262144        0.457        0.427        0.468        0.425       31.279       26.148       25.005       30.614
      222823       334233       524288        0.719        0.654        0.425        0.212       41.164       25.249       17.312       29.857
      334233       334233       524288        0.583        0.529        0.440        0.319       31.647       26.318       22.598       31.870
      334234       445644       524288        0.582        0.529        0.437        0.319       38.889       26.532       21.413       32.559
      445644       445644       524288        0.474        0.427        0.519        0.425       32.587       31.180       27.949       37.157
      445645       668466      1048576        0.730        0.654        0.479        0.212       43.441       31.389       19.214       37.578
      668466       668466      1048576        0.608        0.529        0.528        0.319       33.467       47.086       25.927       54.822
      668467       891289      1048576        0.612        0.529        0.539        0.319       40.744       48.310       26.211       55.283
      891289       891289      1048576        0.493        0.427        0.567        0.425       35.553       62.801       39.379       65.810
      891290      1336933      2097152        0.735        0.654        0.507        0.212       45.300       61.306       28.200       66.540
     1336933      1336933      2097152        0.607        0.529        0.521        0.319       43.065       80.083       32.734       84.091
     1336934      1782579      2097152        0.607        0.529        0.522        0.319       54.896       80.972       31.587       85.558
     1782579      1782579      2097152        0.505        0.427        0.602        0.425       45.724       95.276       53.104       97.095
     1782580      2673868      4194304        0.742        0.654        0.545        0.212       60.411       93.980       20.320       98.214
     2673868      2673868      4194304        0.625        0.529        0.588        0.319       46.286      107.892       50.737      111.534
     2673869      3565158      4194304        0.628        0.529        0.596        0.319       56.281      107.081       36.821      111.098
     3565158      3565158      4194304        0.516        0.427        0.629        0.425       46.578      115.778       63.730      119.613
     3565159      5347737      8388608        0.749        0.654        0.580        0.212       61.462      112.293       52.020      119.085
     5347737      5347737      8388608        0.630        0.529        0.604        0.319       46.522      120.860       79.117      128.316
     5347738      7130317      8388608        0.628        0.529        0.598        0.319       56.360      119.223       64.236      127.967
     7130317      7130317      8388608        0.523        0.427        0.653        0.425       46.407      126.869       79.982      132.707
     7130318     10695476     16777216        0.753        0.654        0.603        0.213       59.512      121.321       73.661      132.300
    10695476     10695476     16777216        0.632        0.529        0.611        0.319       46.369      129.309       74.418      140.351
    10695477     14260634     16777216        0.630        0.529        0.604        0.319       58.862      129.113       69.939      140.340
    14260634     14260634     16777216        0.517        0.427        0.634        0.425       48.558      133.795       93.572      144.692
    14260635     21390952     33554432        0.754        0.654        0.610        0.213       61.952      127.574       55.412      141.425
    16777215     21390952     33554432        0.714        0.607        0.624        0.250       54.820      131.142       70.378      144.193
