       nkeys     capacity     nbuckets      vacancy   rndvacancy       regret    rndregret        putns        getns       missns        delns
       13926        13926        16384        0.428        0.427        0.425        0.425       42.464       18.564       23.398       24.850
       13927        20889        32768        0.654        0.654        0.212        0.212       51.724       13.896       17.084       23.060
       20889        20889        32768        0.529        0.529        0.319        0.319       42.505       16.306       21.322       24.212
       20890        27852        32768        0.529        0.529        0.319        0.319       48.213       16.291       21.354       24.261
       27852        27852        32768        0.428        0.427        0.425        0.425       43.321       18.699       23.710       25.256
       27853        41778        65536        0.654        0.654        0.212        0.212       53.934       15.050       17.227       23.459
       41778        41778        65536        0.529        0.529        0.319        0.319       44.156       16.738       21.813       24.885
       41779        55705        65536        0.529        0.529        0.319        0.319       50.344       18.503       21.795       24.979
       55705        55705        65536        0.427        0.427        0.425        0.425       47.152       21.065       24.653       26.965
       55706        83557       131072        0.654        0.654        0.213        0.212       58.776       17.848       18.504       27.427
       83557        83557       131072        0.529        0.529        0.319        0.319       47.992       23.065       23.942       30.035
       83558       111411       131072        0.529        0.529        0.319        0.319       54.321       22.479       23.559       29.851
      111411       111411       131072        0.427        0.427        0.425        0.425       49.335       27.853       27.229       32.063
      111412       167116       262144        0.654        0.654        0.213        0.212       61.985       22.977       20.802       32.149
      167116       167116       262144        0.529        0.529        0.319        0.319       50.913       26.517       26.115       34.458
      167117       222822       262144        0.529        0.529        0.318        0.319       57.492       27.495       26.435       34.022
      222822       222822       262144        0.428        0.427        0.425        0.425       53.088       30.454       29.825       35.566
      222823       334233       524288        0.654        0.654        0.213        0.212       67.389       25.907       22.419       35.130
      334233       334233       524288        0.529        0.529        0.318        0.319       63.037       30.373       28.954       38.205
      334234       445644       524288        0.528        0.529        0.318        0.319       73.846       33.115       29.511       39.556
      445644       445644       524288        0.428        0.427        0.425        0.425       61.719       38.603       35.378       41.750
      445645       668466      1048576        0.654        0.654        0.213        0.212       77.168       40.135       31.737       51.472
      668466       668466      1048576        0.529        0.529        0.318        0.319       68.293       62.916       46.046       67.049
      668467       891289      1048576        0.529        0.529        0.319        0.319       76.297       63.748       46.599       67.551
      891289       891289      1048576        0.427        0.427        0.425        0.425       74.012       83.664       58.635       80.025
      891290      1336933      2097152        0.654        0.654        0.212        0.212       90.417       77.837       51.646       94.484
     1336933      1336933      2097152        0.529        0.529        0.319        0.319       95.830       98.792       67.331      105.834
     1336934      1782579      2097152        0.529        0.529        0.319        0.319      108.551      100.793       68.132      107.141
     1782579      1782579      2097152        0.427        0.427        0.425        0.425      107.230      114.960       81.024      114.931
     1782580      2673868      4194304        0.654        0.654        0.212        0.212      137.075      100.954       67.854      122.355
     2673868      2673868      4194304        0.529        0.529        0.319        0.319      124.082      116.433       81.324      127.100
     2673869      3565158      4194304        0.529        0.529        0.319        0.319      134.467      115.694       80.751      126.065
     3565158      3565158      4194304        0.427        0.427        0.425        0.425      131.007      129.873       94.261      131.151
     3565159      5347737      8388608        0.654        0.654        0.212        0.212      163.980      110.385       74.766      134.172
     5347737      5347737      8388608        0.529        0.529        0.319        0.319      146.203      125.148       88.308      137.928
     5347738      7130317      8388608        0.529        0.529        0.319        0.319      156.212      124.630       88.254      137.104
     7130317      7130317      8388608        0.427        0.427        0.425        0.425      150.067      137.789      101.797      139.369
     7130318     10695476     16777216        0.654        0.654        0.213        0.213      181.446      112.757       78.273      141.541
    10695476     10695476     16777216        0.529        0.529        0.319        0.319      162.441      131.719       93.629      145.759
    10695477     14260634     16777216        0.529        0.529        0.319        0.319      176.535      130.013       92.425      144.033
    14260634     14260634     16777216        0.427        0.427        0.425        0.425      167.265      144.468      106.752      149.370
    14260635     21390952     33554432        0.654        0.654        0.212        0.213      200.504      116.940       82.155      146.818
    16777215     21390952     33554432        0.607        0.607        0.250        0.250      188.132      123.653       90.099      149.518
