       nkeys     capacity     nbuckets      vacancy   rndvacancy       regret    rndregret        putns        getns       missns        delns
       20889        20889        32768        0.504        0.529        0.253        0.319       33.515       12.839       18.110       20.470
       20890        27852        32768        0.504        0.529        0.253        0.319       38.705       12.776       18.050       20.348
       27852        27852        32768        0.385        0.427        0.320        0.425       34.010       14.274       19.155       21.112
       27853        41778        65536        0.638        0.654        0.161        0.212       42.392       12.059       15.317       19.948
       41778        41778        65536        0.503        0.529        0.254        0.319       33.604       13.189       18.253       20.902
       41779        55705        65536        0.505        0.529        0.256        0.319       40.120       14.703       18.485       21.078
       55705        55705        65536        0.398        0.427        0.359        0.425       36.068       16.765       20.345       22.918
       55706        83557       131072        0.641        0.654        0.164        0.212       45.815       13.766       16.607       23.499
       83557        83557       131072        0.520        0.529        0.284        0.319       36.472       18.233       20.393       26.221
       83558       111411       131072        0.519        0.529        0.283        0.319       42.759       18.871       20.755       26.235
      111411       111411       131072        0.416        0.427        0.385        0.425       37.186       22.621       23.628       27.942
      111412       167116       262144        0.651        0.654        0.196        0.212       47.208       18.473       18.580       28.699
      167116       167116       262144        0.517        0.529        0.280        0.319       37.765       21.186       22.347       30.114
      167117       222822       262144        0.514        0.529        0.271        0.319       44.227       21.506       22.745       30.074
      222822       222822       262144        0.400        0.427        0.351        0.425       38.973       23.898       26.036       31.677
      222823       334233       524288        0.644        0.654        0.180        0.212       49.704       20.972       19.508       32.455
      334233       334233       524288        0.513        0.529        0.276        0.319       44.501       24.054       24.820       33.399
      334234       445644       524288        0.513        0.529        0.276        0.319       59.695       26.990       26.296       35.312
      445644       445644       524288        0.409        0.427        0.382        0.425       43.191       30.552       31.024       38.846
      445645       668466      1048576        0.653        0.654        0.209        0.212       55.369       32.400       27.394       48.518
      668466       668466      1048576        0.530        0.529        0.327        0.319       45.522       50.374       40.307       64.081
      668467       891289      1048576        0.530        0.529        0.327        0.319       54.376       50.073       40.503       64.046
      891289       891289      1048576        0.429        0.427        0.434        0.425       47.522       66.135       52.263       73.888
      891290      1336933      2097152        0.653        0.654        0.210        0.212       61.478       60.864       46.792       90.847
     1336933      1336933      2097152        0.527        0.529        0.316        0.319       59.904       80.428       63.048      103.372
     1336934      1782579      2097152        0.527        0.529        0.316        0.319       72.512       81.633       62.831      103.622
     1782579      1782579      2097152        0.423        0.427        0.414        0.425       64.213       95.390       77.403      109.940
     1782580      2673868      4194304        0.641        0.654        0.170        0.212       84.085       75.809       63.071      116.819
     2673868      2673868      4194304        0.508        0.529        0.263        0.319       66.577       88.847       73.680      121.138
     2673869      3565158      4194304        0.508        0.529        0.263        0.319       77.735       88.679       79.141      121.106
     3565158      3565158      4194304        0.398        0.427        0.352        0.425       68.024      100.119       90.662      125.284
     3565159      5347737      8388608        0.646        0.654        0.186        0.212       88.115       85.225       68.643      129.277
     5347737      5347737      8388608        0.517        0.529        0.287        0.319       69.879       98.094       83.860      132.348
     5347738      7130317      8388608        0.518        0.529        0.287        0.319       79.812       95.766       80.527      130.532
     7130317      7130317      8388608        0.420        0.427        0.404        0.425       69.400      111.216       99.300      135.649
     7130318     10695476     16777216        0.647        0.654        0.189        0.213       89.329       89.705       76.602      136.398
    10695476     10695476     16777216        0.512        0.529        0.274        0.319       71.946      103.369       90.989      141.235
    10695477     14260634     16777216        0.512        0.529        0.274        0.319       83.787      101.179       87.407      139.038
    14260634     14260634     16777216        0.407        0.427        0.373        0.425       73.048      114.074      102.059      143.216
    14260635     21390952     33554432        0.649        0.654        0.195        0.213       91.673       91.867       76.235      142.734
    16777215     21390952     33554432        0.600        0.607        0.228        0.250       82.743       97.491       85.568      145.178
