       nkeys     capacity     nbuckets      vacancy   rndvacancy       regret    rndregret        putns        getns       missns        delns
      668467       891289      1048576        0.363        0.529        0.000        0.319       38.826       24.727       27.482       48.367
      891289       891289      1048576        0.150        0.427        0.000        0.425       33.526       37.017       40.578       60.090
      891290      1336933      2097152        0.575        0.654        0.000        0.212       42.919       36.912       29.022       59.939
     1336933      1336933      2097152        0.363        0.529        0.000        0.319       42.614       49.117       42.919       79.084
     1336934      1782579      2097152        0.363        0.529        0.000        0.319       54.790       49.736       48.463       80.271
     1782579      1782579      2097152        0.150        0.427        0.000        0.425       44.553       54.967       57.103       90.792
     1782580      2673868      4194304        0.575        0.654        0.000        0.212       59.578       54.734       18.231       91.065
     2673868      2673868      4194304        0.363        0.529        0.000        0.319       44.917       59.455       56.616      103.224
     2673869      3565158      4194304        0.362        0.529        0.000        0.319       55.374       59.043       45.616      104.242
     3565158      3565158      4194304        0.150        0.427        0.000        0.425       45.218       61.148       65.727      110.666
     3565159      5347737      8388608        0.575        0.654        0.000        0.212       59.678       61.164       11.105      111.219
     5347737      5347737      8388608        0.363        0.529        0.000        0.319       44.810       63.006       52.011      118.918
     5347738      7130317      8388608        0.362        0.529        0.000        0.319       54.978       63.198       61.545      119.434
     7130317      7130317      8388608        0.150        0.427        0.000        0.425       44.671       64.108       69.456      123.379
     7130318     10695476     16777216        0.575        0.654        0.000        0.213       58.404       63.321       38.764      123.875
    10695476     10695476     16777216        0.362        0.529        0.000        0.319       44.261       65.753       66.848      129.287
    10695477     14260634     16777216        0.362        0.529        0.000        0.319       56.100       65.779       62.911      129.756
    14260634     14260634     16777216        0.150        0.427        0.000        0.425       46.353       66.980       73.488      133.377
    14260635     21390952     33554432        0.575        0.654        0.000        0.213       59.841       64.458       44.001      132.062
    16777215     21390952     33554432        0.500        0.607        0.000        0.250       52.478       63.766       50.550      134.308
